Data file for DataLogger.
==============================================================================
COMPANY    : <Company name>
COMP.STATUS: Do
DATE       : 19/07/2024
TIME       : 16:12:29
FILENAME   : C:\Users\jhansson\OneDrive - University of Guelph\Sulfolane-hansson workfolder\02 RScripts\Transducer data\North Creek\hydrostream\Data\CSV\NC-57-2.5_240719161229_V9844.CSV
CREATED BY : Diver-Office 12.0.3.0
==========================    BEGINNING OF DATA     ==========================
[Logger settings]
  Instrument type         =CTD-Diver=17
  Status                  =Started =0
  Serial number           =..22-V9844  317.
  Instrument number       =          UTC+0     
                          =0
  Location                =NC-57-2.5
  Sample period           =S01
  Sample method           =T   
  Number of channels      =3
[Channel 1]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3]
  Identification          =2: SPEC.COND.
  Reference level         =0.000     ms/cm
  Range                   =30.000    ms/cm


[Series settings]
  Serial number           =..22-V9844  317.
  Instrument number       =          UTC+0     
  Location                =NC-57-2.5
  Sample period           =00 00:00:01 0
  Sample method           =T   
  Start date / time       =54:21:02 05/07/24
  End date / time         =47:32:02 05/07/24
[Channel 1 from data header]
  Identification          =PRESSURE
  Reference level         =400.000   cm
  Range                   =1750.000  cm
  Master level            =1750      CMH2O
  Altitude                =0         m
[Channel 2 from data header]
  Identification          =TEMPERATURE
  Reference level         =-20.000   °C
  Range                   =100.000   °C


[Channel 3 from data header]
  Identification          =2: SPEC.COND.
  Reference level         =0.000     ms/cm
  Range                   =30.000    ms/cm


Date/time,Pressure[cmH2O],Temperature[°C],2:Spec.cond.[ms/cm]
2024/07/05 02:28:38,2150.000,22.803,0.001
2024/07/05 02:28:39,2150.000,22.803,0.001
2024/07/05 02:28:40,2150.000,22.803,0.001
2024/07/05 02:28:41,2150.000,22.803,0.001
2024/07/05 02:28:42,2150.000,22.803,0.001
2024/07/05 02:28:43,2150.000,22.800,0.001
2024/07/05 02:28:44,2150.000,22.803,0.001
2024/07/05 02:28:45,2150.000,22.803,0.001
2024/07/05 02:28:46,2150.000,22.800,0.001
2024/07/05 02:28:47,2150.000,22.803,0.001
2024/07/05 02:28:48,2150.000,22.803,0.001
2024/07/05 02:28:49,2150.000,22.803,0.001
2024/07/05 02:28:50,2150.000,22.803,0.001
2024/07/05 02:28:51,2150.000,22.803,0.001
2024/07/05 02:28:52,2150.000,22.803,0.001
2024/07/05 02:28:53,2150.000,22.800,0.001
2024/07/05 02:28:54,2150.000,22.803,0.001
2024/07/05 02:28:55,2150.000,22.803,0.001
2024/07/05 02:28:56,2150.000,22.803,0.001
2024/07/05 02:28:57,2150.000,22.800,0.001
2024/07/05 02:28:58,2150.000,22.803,0.001
2024/07/05 02:28:59,2150.000,22.803,0.001
2024/07/05 02:29:00,2150.000,22.803,0.001
2024/07/05 02:29:01,2150.000,22.803,0.001
2024/07/05 02:29:02,2150.000,22.803,0.001
2024/07/05 02:29:03,2150.000,22.803,0.001
2024/07/05 02:29:04,2150.000,22.800,0.001
2024/07/05 02:29:05,2150.000,22.803,0.001
2024/07/05 02:29:06,2150.000,22.800,0.001
2024/07/05 02:29:07,2150.000,22.800,0.001
2024/07/05 02:29:08,2150.000,22.803,0.001
2024/07/05 02:29:09,2150.000,22.803,0.001
2024/07/05 02:29:10,2150.000,22.800,0.001
2024/07/05 02:29:11,2150.000,22.803,0.001
2024/07/05 02:29:12,2150.000,22.800,0.001
2024/07/05 02:29:13,2150.000,22.800,0.001
2024/07/05 02:29:14,2150.000,22.803,0.001
2024/07/05 02:29:15,2150.000,22.803,0.001
2024/07/05 02:29:16,2150.000,22.803,0.001
2024/07/05 02:29:17,2150.000,22.800,0.001
2024/07/05 02:29:18,2150.000,22.803,0.001
2024/07/05 02:29:19,2150.000,22.803,0.001
2024/07/05 02:29:20,2150.000,22.803,0.001
2024/07/05 02:29:21,2150.000,22.803,0.001
2024/07/05 02:29:22,2150.000,22.800,0.001
2024/07/05 02:29:23,2150.000,22.800,0.001
2024/07/05 02:29:24,2150.000,22.800,0.001
2024/07/05 02:29:25,2150.000,22.803,0.001
2024/07/05 02:29:26,2150.000,22.803,0.001
2024/07/05 02:29:27,2150.000,22.803,0.001
2024/07/05 02:29:28,2150.000,22.800,0.001
2024/07/05 02:29:29,2150.000,22.803,0.001
2024/07/05 02:29:30,2150.000,22.803,0.001
2024/07/05 02:29:31,2150.000,22.803,0.001
2024/07/05 02:29:32,2150.000,22.803,0.001
2024/07/05 02:29:33,2150.000,22.803,0.001
2024/07/05 02:29:34,2150.000,22.803,0.001
2024/07/05 02:29:35,2150.000,22.803,0.001
2024/07/05 02:29:36,2150.000,22.803,0.001
2024/07/05 02:29:37,2150.000,22.803,0.001
2024/07/05 02:29:38,2150.000,22.803,0.001
2024/07/05 02:29:39,2150.000,22.803,0.001
2024/07/05 02:29:40,2150.000,22.803,0.001
2024/07/05 02:29:41,2150.000,22.803,0.001
2024/07/05 02:29:42,2150.000,22.803,0.001
2024/07/05 02:29:43,2150.000,22.803,0.001
2024/07/05 02:29:44,2150.000,22.803,0.001
2024/07/05 02:29:45,2150.000,22.803,0.001
2024/07/05 02:29:46,2150.000,22.803,0.001
2024/07/05 02:29:47,2150.000,22.803,0.001
2024/07/05 02:29:48,2150.000,22.803,0.001
2024/07/05 02:29:49,2150.000,22.803,0.001
2024/07/05 02:29:50,2150.000,22.803,0.001
2024/07/05 02:29:51,2150.000,22.803,0.001
2024/07/05 02:29:52,2150.000,22.803,0.001
2024/07/05 02:29:53,2150.000,22.803,0.001
2024/07/05 02:29:54,2150.000,22.803,0.001
2024/07/05 02:29:55,2150.000,22.803,0.001
2024/07/05 02:29:56,2150.000,22.803,0.001
2024/07/05 02:29:57,2150.000,22.803,0.001
2024/07/05 02:29:58,2150.000,22.800,0.001
2024/07/05 02:29:59,2150.000,22.803,0.001
2024/07/05 02:30:00,2150.000,22.803,0.001
2024/07/05 02:30:01,2150.000,22.803,0.001
2024/07/05 02:30:02,2150.000,22.803,0.001
2024/07/05 02:30:03,2150.000,22.803,0.001
2024/07/05 02:30:04,2150.000,22.803,0.001
2024/07/05 02:30:05,2150.000,22.803,0.001
2024/07/05 02:30:06,2150.000,22.803,0.001
2024/07/05 02:30:07,2150.000,22.803,0.001
2024/07/05 02:30:08,2150.000,22.803,0.001
2024/07/05 02:30:09,2150.000,22.803,0.001
2024/07/05 02:30:10,2150.000,22.803,0.001
2024/07/05 02:30:11,2150.000,22.803,0.001
2024/07/05 02:30:12,2150.000,22.800,0.001
2024/07/05 02:30:13,2150.000,22.800,0.001
2024/07/05 02:30:14,2150.000,22.803,0.001
2024/07/05 02:30:15,2150.000,22.803,0.001
2024/07/05 02:30:16,2150.000,22.803,0.001
2024/07/05 02:30:17,2150.000,22.803,0.001
2024/07/05 02:30:18,2150.000,22.803,0.001
2024/07/05 02:30:19,2150.000,22.803,0.001
2024/07/05 02:30:20,2150.000,22.803,0.001
2024/07/05 02:30:21,2150.000,22.803,0.001
2024/07/05 02:30:22,2150.000,22.800,0.001
2024/07/05 02:30:23,2150.000,22.803,0.001
2024/07/05 02:30:24,2150.000,22.803,0.001
2024/07/05 02:30:25,2150.000,22.803,0.001
2024/07/05 02:30:26,2150.000,22.803,0.001
2024/07/05 02:30:27,2150.000,22.800,0.001
2024/07/05 02:30:28,2150.000,22.803,0.001
2024/07/05 02:30:29,2150.000,22.800,0.001
2024/07/05 02:30:30,2150.000,22.800,0.001
2024/07/05 02:30:31,2150.000,22.800,0.001
2024/07/05 02:30:32,2150.000,22.803,0.001
2024/07/05 02:30:33,2150.000,22.803,0.001
2024/07/05 02:30:34,2150.000,22.800,0.001
2024/07/05 02:30:35,2150.000,22.803,0.001
2024/07/05 02:30:36,2150.000,22.803,0.001
2024/07/05 02:30:37,2150.000,22.803,0.001
2024/07/05 02:30:38,2150.000,22.803,0.001
2024/07/05 02:30:39,2150.000,22.803,0.001
2024/07/05 02:30:40,2150.000,22.803,0.001
2024/07/05 02:30:41,2150.000,22.803,0.001
2024/07/05 02:30:42,2150.000,22.803,0.001
2024/07/05 02:30:43,2150.000,22.803,0.001
2024/07/05 02:30:44,2150.000,22.803,0.001
2024/07/05 02:30:45,2150.000,22.803,0.001
2024/07/05 02:30:46,2150.000,22.803,0.001
2024/07/05 02:30:47,2150.000,22.803,0.001
2024/07/05 02:30:48,2150.000,22.803,0.001
2024/07/05 02:30:49,2150.000,22.803,0.001
2024/07/05 02:30:50,2150.000,22.803,0.001
2024/07/05 02:30:51,2150.000,22.803,0.001
2024/07/05 02:30:52,2150.000,22.803,0.001
2024/07/05 02:30:53,2150.000,22.803,0.001
2024/07/05 02:30:54,2150.000,22.803,0.001
2024/07/05 02:30:55,2150.000,22.803,0.001
2024/07/05 02:30:56,2150.000,22.807,0.001
2024/07/05 02:30:57,2150.000,22.803,0.001
2024/07/05 02:30:58,2150.000,22.803,0.001
2024/07/05 02:30:59,2150.000,22.803,0.001
2024/07/05 02:31:00,2150.000,22.803,0.001
2024/07/05 02:31:01,2150.000,22.803,0.001
2024/07/05 02:31:02,2150.000,22.803,0.001
2024/07/05 02:31:03,2150.000,22.803,0.001
2024/07/05 02:31:04,2150.000,22.803,0.001
2024/07/05 02:31:05,2150.000,22.803,0.001
2024/07/05 02:31:06,2150.000,22.803,0.001
2024/07/05 02:31:07,2150.000,22.803,0.001
2024/07/05 02:31:08,2150.000,22.803,0.001
2024/07/05 02:31:09,2150.000,22.803,0.001
2024/07/05 02:31:10,2150.000,22.803,0.001
2024/07/05 02:31:11,2150.000,22.803,0.001
2024/07/05 02:31:12,2150.000,22.803,0.001
2024/07/05 02:31:13,2150.000,22.807,0.001
2024/07/05 02:31:14,2150.000,22.803,0.001
2024/07/05 02:31:15,2150.000,22.803,0.001
2024/07/05 02:31:16,2150.000,22.803,0.001
2024/07/05 02:31:17,2150.000,22.803,0.001
2024/07/05 02:31:18,2150.000,22.807,0.001
2024/07/05 02:31:19,2150.000,22.803,0.001
2024/07/05 02:31:20,2150.000,22.803,0.001
2024/07/05 02:31:21,2150.000,22.803,0.001
2024/07/05 02:31:22,2150.000,22.803,0.001
2024/07/05 02:31:23,2150.000,22.803,0.001
2024/07/05 02:31:24,2150.000,22.803,0.001
2024/07/05 02:31:25,2150.000,22.803,0.001
2024/07/05 02:31:26,2150.000,22.803,0.001
2024/07/05 02:31:27,2150.000,22.803,0.001
2024/07/05 02:31:28,2150.000,22.807,0.001
2024/07/05 02:31:29,2150.000,22.803,0.001
2024/07/05 02:31:30,2150.000,22.803,0.001
2024/07/05 02:31:31,2150.000,22.803,0.001
2024/07/05 02:31:32,2150.000,22.803,0.001
2024/07/05 02:31:33,2150.000,22.803,0.001
2024/07/05 02:31:34,2150.000,22.803,0.001
2024/07/05 02:31:35,2150.000,22.803,0.001
2024/07/05 02:31:36,2150.000,22.803,0.001
2024/07/05 02:31:37,2150.000,22.803,0.001
2024/07/05 02:31:38,2150.000,22.803,0.001
2024/07/05 02:31:39,2150.000,22.803,0.001
2024/07/05 02:31:40,2150.000,22.807,0.001
2024/07/05 02:31:41,2150.000,22.803,0.001
2024/07/05 02:31:42,2150.000,22.803,0.001
2024/07/05 02:31:43,2150.000,22.807,0.001
2024/07/05 02:31:44,2150.000,22.803,0.001
2024/07/05 02:31:45,2150.000,22.803,0.001
2024/07/05 02:31:46,2150.000,22.803,0.001
2024/07/05 02:31:47,2150.000,22.807,0.001
2024/07/05 02:31:48,2150.000,22.807,0.001
2024/07/05 02:31:49,2150.000,22.807,0.001
2024/07/05 02:31:50,2150.000,22.807,0.001
2024/07/05 02:31:51,2150.000,22.803,0.001
2024/07/05 02:31:52,2150.000,22.807,0.001
2024/07/05 02:31:53,2150.000,22.807,0.001
2024/07/05 02:31:54,2150.000,22.803,0.001
2024/07/05 02:31:55,2150.000,22.807,0.001
2024/07/05 02:31:56,2150.000,22.803,0.001
2024/07/05 02:31:57,2150.000,22.807,0.001
2024/07/05 02:31:58,2150.000,22.803,0.001
2024/07/05 02:31:59,2150.000,22.807,0.001
2024/07/05 02:32:00,2150.000,22.807,0.001
2024/07/05 02:32:01,2150.000,22.803,0.001
2024/07/05 02:32:02,2150.000,22.803,0.001
2024/07/05 02:32:03,2150.000,22.807,0.001
2024/07/05 02:32:04,2150.000,22.803,0.001
2024/07/05 02:32:05,2150.000,22.803,0.001
2024/07/05 02:32:06,2150.000,22.803,0.001
2024/07/05 02:32:07,2150.000,22.803,0.001
2024/07/05 02:32:08,2150.000,22.807,0.001
2024/07/05 02:32:09,2150.000,22.807,0.001
2024/07/05 02:32:10,2150.000,22.807,0.001
2024/07/05 02:32:11,2150.000,22.807,0.001
2024/07/05 02:32:12,2150.000,22.807,0.001
2024/07/05 02:32:13,2150.000,22.803,0.001
2024/07/05 02:32:14,2150.000,22.803,0.001
2024/07/05 02:32:15,2150.000,22.807,0.001
2024/07/05 02:32:16,2150.000,22.807,0.001
2024/07/05 02:32:17,2150.000,22.803,0.001
2024/07/05 02:32:18,2150.000,22.807,0.001
2024/07/05 02:32:19,2150.000,22.807,0.001
2024/07/05 02:32:20,2150.000,22.803,0.001
2024/07/05 02:32:21,2150.000,22.807,0.001
2024/07/05 02:32:22,2150.000,22.803,0.001
2024/07/05 02:32:23,2150.000,22.803,0.001
2024/07/05 02:32:24,2150.000,22.807,0.001
2024/07/05 02:32:25,2150.000,22.807,0.001
2024/07/05 02:32:26,2150.000,22.807,0.001
2024/07/05 02:32:27,2150.000,22.807,0.001
2024/07/05 02:32:28,2150.000,22.807,0.001
2024/07/05 02:32:29,2150.000,22.807,0.001
2024/07/05 02:32:30,2150.000,22.807,0.001
2024/07/05 02:32:31,2150.000,22.807,0.001
2024/07/05 02:32:32,2150.000,22.807,0.001
2024/07/05 02:32:33,2150.000,22.807,0.001
2024/07/05 02:32:34,2150.000,22.807,0.001
2024/07/05 02:32:35,2150.000,22.807,0.001
2024/07/05 02:32:36,2150.000,22.807,0.001
2024/07/05 02:32:37,2150.000,22.807,0.001
2024/07/05 02:32:38,2150.000,22.807,0.001
2024/07/05 02:32:39,2150.000,22.807,0.001
2024/07/05 02:32:40,2150.000,22.807,0.001
2024/07/05 02:32:41,2150.000,22.810,0.001
2024/07/05 02:32:42,2150.000,22.807,0.001
2024/07/05 02:32:43,2150.000,22.810,0.001
2024/07/05 02:32:44,2150.000,22.810,0.001
2024/07/05 02:32:45,2150.000,22.813,0.001
2024/07/05 02:32:46,2150.000,22.810,0.001
2024/07/05 02:32:47,2150.000,22.813,0.001
END OF DATA FILE OF DATALOGGER FOR WINDOWS
